gameCode;name;isActive;mobileGameCode;seoFriendlyGameName;desktopGameType;mobileGameType;liveLaunchAlias;bingoGameType;vfGameType;jackpotCode;demoModeSupport;gameMode;gameProvider;urlCustomParameters;isExcludedFromPGG;isExcludedFromSitemap;deviceAvailability_mobile;deviceAvailability_tablet;deviceAvailability_desktop;browserAvailability_edge;browserAvailability_safari;browserAvailability_chrome;browserAvailability_firefox;browserAvailability_other;osAvailability_ios;osAvailability_macintosh;osAvailability_android;osAvailability_windows;osAvailability_other;defaultGameImage;landscape_layout1x1_mainImage;landscape_layout1x1_mobileImage;landscape_layout1x1_guestMainImage;landscape_layout1x1_guestMobileImage;landscape_layout1x2_mainImage;landscape_layout1x2_mobileImage;landscape_layout1x2_guestMainImage;landscape_layout1x2_guestMobileImage;landscape_layout2x1_mainImage;landscape_layout2x1_mobileImage;landscape_layout2x1_guestMainImage;landscape_layout2x1_guestMobileImage;landscape_layout2x2_mainImage;landscape_layout2x2_mobileImage;landscape_layout2x2_guestMainImage;landscape_layout2x2_guestMobileImage;square_layout1x1_mainImage;square_layout1x1_mobileImage;square_layout1x1_guestMainImage;square_layout1x1_guestMobileImage;square_layout1x2_mainImage;square_layout1x2_mobileImage;square_layout1x2_guestMainImage;square_layout1x2_guestMobileImage;square_layout2x1_mainImage;square_layout2x1_mobileImage;square_layout2x1_guestMainImage;square_layout2x1_guestMobileImage;square_layout2x2_mainImage;square_layout2x2_mobileImage;square_layout2x2_guestMainImage;square_layout2x2_guestMobileImage;portrait_layout1x1_mainImage;portrait_layout1x1_mobileImage;portrait_layout1x1_guestMainImage;portrait_layout1x1_guestMobileImage;portrait_layout1x2_mainImage;portrait_layout1x2_mobileImage;portrait_layout1x2_guestMainImage;portrait_layout1x2_guestMobileImage;portrait_layout2x1_mainImage;portrait_layout2x1_mobileImage;portrait_layout2x1_guestMainImage;portrait_layout2x1_guestMobileImage;portrait_layout2x2_mainImage;portrait_layout2x2_mobileImage;portrait_layout2x2_guestMainImage;portrait_layout2x2_guestMobileImage;articleId;mobileArticleId;description;isGameNew;isGamePopular;isGameHot;isGameExclusive;additionalAssets_Bingo-Page;gameLabelsData_Trending;gameLabelsData_Exclusive;gameLabelsData_Popular;gameLabelsData_Hot;gameLabelsData_New;gamesCustomFields_hideGameBonusLabel;gamesCustomFields_Jackpot;gamesCustomFields_Volatility;gamesCustomFields_RTP;gamesCustomFields_bingoRoomImage;gamesCustomFields_bingoRoomTitle;gamesCustomFields_bingoRoomLabel;gamesCustomFields_gameInfoUrl
wlg;Wu Long;false;wlg;wlg;CASINO;NGM;;;;;unavailable;;Playtech;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2018-games/wu-long.jpg;/library/2018-games/wu-long.jpg;/library/2018-games/wu-long.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;{{{games_category_slots,theme_asian,paylines_16-25,bonus_type_free_spins,bonus_type_games_bonus,studio_playtech}}};false;false;false;false;;;;;;;;;;;;;;
pop_268a6001_mcg;Shamrock Holmes Megaways;false;pop_268a6001_mcg;pop_268a6001_mcg;MICROGAMING;MICROGAMING;;;;;unavailable;;Games Global;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2021/Games/January/Shamrock-Holmes-Megaways_SUN.jpg;/library/2021/Games/January/Shamrock-Holmes-Megaways_SUN.jpg;/library/2021/Games/January/Shamrock-Holmes-Megaways_SUN.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;;;;;;;;;
pop_3b6bb33a_prg;Rock Vegas;false;;pop_3b6bb33a_prg;PRAGMATIC;PRAGMATIC;;;;;unavailable;;Pragmatic;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2023/games/February/RockVegas_Char.png;/library/2023/games/February/RockVegas_Char.png;/library/2023/games/February/RockVegas_Char.png;/library/2023/games/February/RockVegas.png;/library/2023/games/February/RockVegas.png;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;;;;;;;;;
scrdstns;Sacred Stones;false;scrdstns;scrdstns;CASINO;NGM;;;;;unavailable;;Playtech;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2018-games/sacred-stones.jpg;/library/2018-games/sacred-stones.jpg;/library/2018-games/sacred-stones.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;{{{games_category_slots,theme_fantasy,paylines_16-25,features_special_wilds,features_freerounds,bonus_type_free_spins,bonus_type_games_bonus,studio_playtech}}};false;false;false;false;;;;;;;;;;;;;;
mcb;Mr. Cash Back;false;mrcb;mcb;CASINO;NGM;;;;;unavailable;;Playtech;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/Friendly_Games/300x300NoNewsmrcb.jpg;/library/Friendly_Games/300x300NoNewsmrcb.jpg;/library/Friendly_Games/300x300NoNewsmrcb.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GAME_DESC_MR_CASHBACK;;{{{games_category_slots,theme_classic,paylines_1-15,bonus_type_free_spins,bonus_type_games_bonus,studio_playtech}}};false;false;false;false;;;;;;;;;;;;;;
gpas_lotmad_pop;Lotto Madness;false;gpas_lotmad_pop;gpas_lotmad_pop;GPAS;GPASMOBILE;;;;;unavailable;default;Playtech;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2018-games/lotto-madness.jpg;/library/2018-games/lotto-madness.jpg;/library/2018-games/lotto-madness.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;{{{games_category_slots,theme_classic,paylines_16-25,bonus_type_free_spins,bonus_type_games_bonus,studio_playtech}}};false;false;false;false;;;;;;;;;;;;;;
gpas_pppearls_pop;Pearls Pearls Pearls;false;gpas_pppearls_pop;gpas_pppearls_pop;GPAS;GPASMOBILE;;;;;unavailable;;Playtech;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2021/Games/January/pearls-pearls-pearls_SUN.jpg;/library/2021/Games/January/pearls-pearls-pearls_SUN.jpg;/library/2021/Games/January/pearls-pearls-pearls_SUN.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;;;;;;;;;
gpas_captres_pop;Captains Treasure;false;gpas_captres_pop;gpas_captres_pop;GPAS;GPASMOBILE;;;;;unavailable;;Playtech;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/Friendly_Games/300x300NoNewscaptaintrea.jpg;/library/Friendly_Games/300x300NoNewscaptaintrea.jpg;/library/Friendly_Games/300x300NoNewscaptaintrea.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;GAME_DESC_CAPTAINS_TREASURE;;{{{test}}};false;false;false;false;;;;;;;;;;;;;;
pop_632661f7_mcg;Mr. Pigg E. Bank™;false;;pop_632661f7_mcg;MICROGAMING;MICROGAMING;;;;;unavailable;;Games Global;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2023/games/December/MrPiggEBank_Char_SUNFAB.jpg;/library/2023/games/December/MrPiggEBank_Char_SUNFAB.jpg;/library/2023/games/December/MrPiggEBank_Char_SUNFAB.jpg;/library/2023/games/December/MrPiggEBank_SUNFAB.jpg;/library/2023/games/December/MrPiggEBank_SUNFAB.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;;;;;;;;;
pop_5ce949b3_mcg;Cat Purry;false;;pop_5ce949b3_mcg;MICROGAMING;MICROGAMING;;;;;unavailable;;Games Global;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2023/games/August/CatPurry_Char%20.png.png;/library/2023/games/August/CatPurry_Char%20.png.png;/library/2023/games/August/CatPurry_Char%20.png.png;/library/2023/games/August/CatPurry.png.png;/library/2023/games/August/CatPurry.png.png;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;;;;;;;;;
pop_a1aeb359_mcg;Kings of Crystals III POWER COMBO™;true;pop_a1aeb359_mcg;pop_a1aeb359_mcg;MICROGAMING;MICROGAMING;;;;;unavailable;default;;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2026/games/Q1/KingsofCrystalsIIIPOWERCOMBO_540x540.webp;/library/2026/games/Q1/KingsofCrystalsIIIPOWERCOMBO_Char_540x540.webp;/library/2026/games/Q1/KingsofCrystalsIIIPOWERCOMBO_Char_540x540.webp;/library/2026/games/Q1/KingsofCrystalsIIIPOWERCOMBO_540x540.webp;/library/2026/games/Q1/KingsofCrystalsIIIPOWERCOMBO_540x540.webp;;;;;;;;;;;;;/library/2026/games/Q1/KingsofCrystalsIIIPOWERCOMBO_Char_540x540.webp;/library/2026/games/Q1/KingsofCrystalsIIIPOWERCOMBO_Char_540x540.webp;/library/2026/games/Q1/KingsofCrystalsIIIPOWERCOMBO_540x540.webp;/library/2026/games/Q1/KingsofCrystalsIIIPOWERCOMBO_540x540.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;true;false;false;false;;;false;;;true;;;;;;;;/promotions/slot-light
pop_ac4820a0_mcg;Gold Blitz Express™;true;pop_ac4820a0_mcg;pop_ac4820a0_mcg;MICROGAMING;MICROGAMING;;;;;unavailable;default;Games Global;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2025/games/Q4/GoldBlitzExpress_540x540_.webp;/library/2025/games/Q4/GoldBlitzExpress_Char_540x540.webp;/library/2025/games/Q4/GoldBlitzExpress_Char_540x540.webp;/library/2025/games/Q4/GoldBlitzExpress_540x540_.webp;/library/2025/games/Q4/GoldBlitzExpress_540x540_.webp;;;;;;;;;;;;;/library/2025/games/Q4/GoldBlitzExpress_Char_540x540.webp;/library/2025/games/Q4/GoldBlitzExpress_Char_540x540.webp;/library/2025/games/Q4/GoldBlitzExpress_540x540_.webp;/library/2025/games/Q4/GoldBlitzExpress_540x540_.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;;;;;;;;;/promotions/spin-to-vegas
pop_5cd2eb85_prg;Big Bass Splash 1000;true;pop_5cd2eb85_prg;pop_5cd2eb85_prg;PRAGMATIC;PRAGMATIC;;;;;unavailable;default;Pragmatic;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2025/games/Q4/BigBassSplash1000_SUNFAB.webp;/library/2025/games/Q4/BigBassSplash1000_Char_SUNFAB.webp;/library/2025/games/Q4/BigBassSplash1000_Char_SUNFAB.webp;/library/2025/games/Q4/BigBassSplash1000_SUNFAB.webp;/library/2025/games/Q4/BigBassSplash1000_SUNFAB.webp;;;;;;;;;;;;;/library/2025/games/Q4/BigBassSplash1000_Char_SUNFAB.webp;/library/2025/games/Q4/BigBassSplash1000_Char_SUNFAB.webp;/library/2025/games/Q4/BigBassSplash1000_SUNFAB.webp;/library/2025/games/Q4/BigBassSplash1000_SUNFAB.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;;;;Very High;0.945;;;;/promotions/friday-spin-boost
pop_9d072825_prg;Big Bass Bonanza;true;pop_9d072825_prg;pop_9d072825_prg;PRAGMATIC;PRAGMATIC;;;;;unavailable;default;Pragmatic;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2024/games/Q4/BigBassBonanza_Char_SUNFAB.webp;/library/2024/games/Q4/BigBassBonanza_Char_SUNFAB.webp;/library/2024/games/Q4/BigBassBonanza_Char_SUNFAB.webp;/library/2024/games/Q4/BigBassBonanza_SUNFAB.webp;/library/2024/games/Q4/BigBassBonanza_SUNFAB.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;true;false;false;;;;;;;;;;0.942;;;;
pop_92c4cd27_prg;Big Bass Splash;true;;pop_92c4cd27_prg;PRAGMATIC;PRAGMATIC;;;;;unavailable;default;Pragmatic;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2024/games/Q4/BigBassSplash_Char_SUNFAB.webp;/library/2024/games/Q4/BigBassSplash_Char_SUNFAB.webp;/library/2024/games/Q4/BigBassSplash_Char_SUNFAB.webp;/library/2024/games/Q4/BigBassSplash_SUNFAB.webp;/library/2024/games/Q4/BigBassSplash_SUNFAB.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;true;false;false;;;;;;;;;;;;;;
pop_bd493416_mcg;Mermaid Frenzy;true;pop_bd493416_mcg;pop_bd493416_mcg;MICROGAMING;MICROGAMING;;;;;unavailable;default;;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2026/games/Q1/MermaidFrenzy_540x540.webp;/library/2026/games/Q1/MermaidFrenzy_Char_540x540.webp;/library/2026/games/Q1/MermaidFrenzy_Char_540x540.webp;/library/2026/games/Q1/MermaidFrenzy_540x540.webp;/library/2026/games/Q1/MermaidFrenzy_540x540.webp;;;;;;;;;;;;;/library/2026/games/Q1/MermaidFrenzy_Char_540x540.webp;/library/2026/games/Q1/MermaidFrenzy_Char_540x540.webp;/library/2026/games/Q1/MermaidFrenzy_540x540.webp;/library/2026/games/Q1/MermaidFrenzy_540x540.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;true;false;false;false;;;false;;;true;;;;;;;;
pop_78651ed2_1x2;Cleopatra's Fortune;true;pop_78651ed2_1x2;pop_78651ed2_1x2;1X2;1X2;;;;;unavailable;default;;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2026/games/Q1/CleopatrasFortune_540x540.webp;/library/2026/games/Q1/CleopatrasFortune_Char_540x540.webp;/library/2026/games/Q1/CleopatrasFortune_Char_540x540.webp;/library/2026/games/Q1/CleopatrasFortune_540x540.webp;/library/2026/games/Q1/CleopatrasFortune_540x540.webp;;;;;;;;;;;;;/library/2026/games/Q1/CleopatrasFortune_Char_540x540.webp;/library/2026/games/Q1/CleopatrasFortune_Char_540x540.webp;/library/2026/games/Q1/CleopatrasFortune_540x540.webp;/library/2026/games/Q1/CleopatrasFortune_540x540.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;true;false;false;false;;;false;;;true;;;;;;;;
pop_78b26571_prg;Mummy's Jewels 100;true;pop_78b26571_prg;pop_78b26571_prg;PRAGMATIC;PRAGMATIC;;;;;unavailable;default;;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2026/games/Q1/MummysJewels100_540x540.webp;/library/2026/games/Q1/MummysJewels100_Char_540x540.webp;/library/2026/games/Q1/MummysJewels100_Char_540x540.webp;/library/2026/games/Q1/MummysJewels100_540x540.webp;/library/2026/games/Q1/MummysJewels100_540x540.webp;;;;;;;;;;;;;/library/2026/games/Q1/MummysJewels100_Char_540x540.webp;/library/2026/games/Q1/MummysJewels100_Char_540x540.webp;/library/2026/games/Q1/MummysJewels100_540x540.webp;/library/2026/games/Q1/MummysJewels100_540x540.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;true;false;false;false;;;false;;;true;;;;;;;;
pop_404f7e91_prg;Plinko+;true;pop_404f7e91_prg;pop_404f7e91_prg;PRAGMATIC;PRAGMATIC;;;;;unavailable;default;;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2026/games/Q1/Plinko_540x540.webp;/library/2026/games/Q1/Plinko_Char_540x540.webp;/library/2026/games/Q1/Plinko_Char_540x540.webp;/library/2026/games/Q1/Plinko_540x540.webp;/library/2026/games/Q1/Plinko_540x540.webp;;;;;;;;;;;;;/library/2026/games/Q1/Plinko_Char_540x540.webp;/library/2026/games/Q1/Plinko_Char_540x540.webp;/library/2026/games/Q1/Plinko_540x540.webp;/library/2026/games/Q1/Plinko_540x540.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;true;false;false;false;;;false;;;true;;;;;;;;
pop_3cf88761_gmm;Gold Inferno Wild Stacks;true;pop_3cf88761_gmm;pop_3cf88761_gmm;AGS;AGS;;;;;unavailable;default;;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2026/games/Q1/GoldInfernoWildStacks_540x540.webp;/library/2026/games/Q1/GoldInfernoWildStacks_Char_540x540.webp;/library/2026/games/Q1/GoldInfernoWildStacks_Char_540x540.webp;/library/2026/games/Q1/GoldInfernoWildStacks_540x540.webp;/library/2026/games/Q1/GoldInfernoWildStacks_540x540.webp;;;;;;;;;;;;;/library/2026/games/Q1/GoldInfernoWildStacks_Char_540x540.webp;/library/2026/games/Q1/GoldInfernoWildStacks_Char_540x540.webp;/library/2026/games/Q1/GoldInfernoWildStacks_540x540.webp;/library/2026/games/Q1/GoldInfernoWildStacks_540x540.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;true;false;false;false;;;false;;;true;;;;;;;;
pop_7fbbbcf7_mcg;12 Pots of Gold: Drum Frenzy™;false;pop_7fbbbcf7_mcg;pop_7fbbbcf7_mcg;MICROGAMING;MICROGAMING;;;;;unavailable;default;;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2026/games/Q1/12PotsofGoldDrumFrenzy_540x540.webp;/library/2026/games/Q1/12PotsofGoldDrumFrenzy_Char_540x540.webp;/library/2026/games/Q1/12PotsofGoldDrumFrenzy_Char_540x540.webp;/library/2026/games/Q1/12PotsofGoldDrumFrenzy_540x540.webp;/library/2026/games/Q1/12PotsofGoldDrumFrenzy_540x540.webp;;;;;;;;;;;;;/library/2026/games/Q1/12PotsofGoldDrumFrenzy_Char_540x540.webp;/library/2026/games/Q1/12PotsofGoldDrumFrenzy_Char_540x540.webp;/library/2026/games/Q1/12PotsofGoldDrumFrenzy_540x540.webp;/library/2026/games/Q1/12PotsofGoldDrumFrenzy_540x540.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;true;false;false;false;;;false;;;true;;;;;;;;
pop_c8158264_ing;Gold Cash Freespins Rising Wins;false;pop_c8158264_ing;pop_c8158264_ing;INSPIRED;INSPIRED;;;;;unavailable;default;;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2026/games/Q1/GoldCashFreespinsRisingWins_540x540.webp;/library/2026/games/Q1/GoldCashFreespinsRisingWins_Char_540x540.webp;/library/2026/games/Q1/GoldCashFreespinsRisingWins_Char_540x540.webp;/library/2026/games/Q1/GoldCashFreespinsRisingWins_540x540.webp;/library/2026/games/Q1/GoldCashFreespinsRisingWins_540x540.webp;;;;;;;;;;;;;/library/2026/games/Q1/GoldCashFreespinsRisingWins_Char_540x540.webp;/library/2026/games/Q1/GoldCashFreespinsRisingWins_Char_540x540.webp;/library/2026/games/Q1/GoldCashFreespinsRisingWins_540x540.webp;/library/2026/games/Q1/GoldCashFreespinsRisingWins_540x540.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;true;false;false;false;;;false;;;true;;;;;;;;
gpas_oooasc1_pop;Oink Oink Oink: Astrosnouts™;false;gpas_oooasc1_pop;gpas_oooasc1_pop;GPAS;GPASMOBILE;;;;;unavailable;default;;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2026/games/Q1/OinkOinkOinkAstrosnouts_540x540.webp;/library/2026/games/Q1/OinkOinkOinkAstrosnouts_Char_540x540.webp;/library/2026/games/Q1/OinkOinkOinkAstrosnouts_Char_540x540.webp;/library/2026/games/Q1/OinkOinkOinkAstrosnouts_540x540.webp;/library/2026/games/Q1/OinkOinkOinkAstrosnouts_540x540.webp;;;;;;;;;;;;;/library/2026/games/Q1/OinkOinkOinkAstrosnouts_Char_540x540.webp;/library/2026/games/Q1/OinkOinkOinkAstrosnouts_Char_540x540.webp;/library/2026/games/Q1/OinkOinkOinkAstrosnouts_540x540.webp;/library/2026/games/Q1/OinkOinkOinkAstrosnouts_540x540.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;true;false;false;false;;;false;;;true;;;;;;;;
pop_fdae1924_blp;King Kong Splash;false;pop_fdae1924_blp;pop_fdae1924_blp;BLUEPRINT;BLUEPRINT;;;;;unavailable;default;;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2026/games/Q1/KingKongSplash_540x540.webp;/library/2026/games/Q1/KingKongSplash_Char_540x540.webp;/library/2026/games/Q1/KingKongSplash_Char_540x540.webp;/library/2026/games/Q1/KingKongSplash_540x540.webp;/library/2026/games/Q1/KingKongSplash_540x540.webp;;;;;;;;;;;;;/library/2026/games/Q1/KingKongSplash_Char_540x540.webp;/library/2026/games/Q1/KingKongSplash_Char_540x540.webp;/library/2026/games/Q1/KingKongSplash_540x540.webp;/library/2026/games/Q1/KingKongSplash_540x540.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;true;false;false;false;;;false;;;true;;;;;;;;
pop_54b6ef92_mcg;Thunderstruck Stormblitz™;false;pop_54b6ef92_mcg;pop_54b6ef92_mcg;MICROGAMING;MICROGAMING;;;;;unavailable;default;;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2026/games/Q1/ThunderstruckStormblitz_540x540.webp;/library/2026/games/Q1/ThunderstruckStormblitz_Char_540x540.webp;/library/2026/games/Q1/ThunderstruckStormblitz_Char_540x540.webp;/library/2026/games/Q1/ThunderstruckStormblitz_540x540.webp;/library/2026/games/Q1/ThunderstruckStormblitz_540x540.webp;;;;;;;;;;;;;/library/2026/games/Q1/ThunderstruckStormblitz_Char_540x540.webp;/library/2026/games/Q1/ThunderstruckStormblitz_Char_540x540.webp;/library/2026/games/Q1/ThunderstruckStormblitz_540x540.webp;/library/2026/games/Q1/ThunderstruckStormblitz_540x540.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;true;false;false;false;;;false;;;true;;;;;;;;
pop_9eb0bd38_blp;Cash Strike Hotstepper 2 Jackpot King;true;pop_9eb0bd38_blp;pop_9eb0bd38_blp;BLUEPRINT;BLUEPRINT;;;;6;unavailable;default;;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2026/games/Q1/CashStrikeHotstepper2JackpotKing_540x540.webp;/library/2026/games/Q1/CashStrikeHotstepper2JackpotKing_Char_540x540.webp;/library/2026/games/Q1/CashStrikeHotstepper2JackpotKing_Char_540x540.webp;/library/2026/games/Q1/CashStrikeHotstepper2JackpotKing_540x540.webp;/library/2026/games/Q1/CashStrikeHotstepper2JackpotKing_540x540.webp;;;;;;;;;;;;;/library/2026/games/Q1/CashStrikeHotstepper2JackpotKing_Char_540x540.webp;/library/2026/games/Q1/CashStrikeHotstepper2JackpotKing_Char_540x540.webp;/library/2026/games/Q1/CashStrikeHotstepper2JackpotKing_540x540.webp;/library/2026/games/Q1/CashStrikeHotstepper2JackpotKing_540x540.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;true;false;false;false;;;false;;;true;;;;;;;;
pop_efa4e5ec_wzd;Fisherman’s Luck™;true;pop_efa4e5ec_wzd;pop_efa4e5ec_wzd;WAZDAN;WAZDAN;;;;;unavailable;default;;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2026/games/Q1/FishermansLuck_icon_540x540.svg;/library/2026/games/Q1/FishermansLuck_icon_540x540.svg;/library/2026/games/Q1/FishermansLuck_icon_540x540.svg;/library/2026/games/Q1/FishermansLuck_icon_540x540.svg;/library/2026/games/Q1/FishermansLuck_icon_540x540.svg;;;;;;;;;;;;;/library/2026/games/Q1/FishermansLuck_icon_540x540.svg;/library/2026/games/Q1/FishermansLuck_icon_540x540.svg;/library/2026/games/Q1/FishermansLuck_icon_540x540.svg;/library/2026/games/Q1/FishermansLuck_icon_540x540.svg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;true;;;true;;;false;;;;;;;;
pop_1ed9371a_gmrgmm;Slingo Loteria Don Clemente;false;pop_1ed9371a_gmrgmm;pop_1ed9371a_gmrgmm;SLINGO;SLINGO;;;;;unavailable;default;;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2026/games/Q1/SlingoLoteriaDonClemente_540x540.webp;/library/2026/games/Q1/SlingoLoteriaDonClemente_540x540.webp;/library/2026/games/Q1/SlingoLoteriaDonClemente_540x540.webp;/library/2026/games/Q1/SlingoLoteriaDonClemente_540x540.webp;/library/2026/games/Q1/SlingoLoteriaDonClemente_540x540.webp;;;;;;;;;;;;;/library/2026/games/Q1/SlingoLoteriaDonClemente_540x540.webp;/library/2026/games/Q1/SlingoLoteriaDonClemente_540x540.webp;/library/2026/games/Q1/SlingoLoteriaDonClemente_540x540.webp;/library/2026/games/Q1/SlingoLoteriaDonClemente_540x540.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;true;false;false;false;;;false;;;true;;;;;;;;
pop_70020617_btx;Atlantis Sacred Stones;true;pop_70020617_btx;pop_70020617_btx;BETIXON;BETIXON;;;;;unavailable;default;;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2026/games/Q1/AtlantisSacredStones_540x540.webp;/library/2026/games/Q1/AtlantisSacredStones_540x540.webp;/library/2026/games/Q1/AtlantisSacredStones_540x540.webp;/library/2026/games/Q1/AtlantisSacredStones_540x540.webp;/library/2026/games/Q1/AtlantisSacredStones_540x540.webp;;;;;;;;;;;;;/library/2026/games/Q1/AtlantisSacredStones_540x540.webp;/library/2026/games/Q1/AtlantisSacredStones_540x540.webp;/library/2026/games/Q1/AtlantisSacredStones_540x540.webp;/library/2026/games/Q1/AtlantisSacredStones_540x540.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;true;;;true;;;false;;;;;;;;
pop_27e4156b_rev;Cleo’s Coins;true;pop_27e4156b_rev;pop_27e4156b_rev;REVOLVER;REVOLVER;;;;;unavailable;default;;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2026/games/Q1/CleosCoins_540x540.webp;/library/2026/games/Q1/CleosCoins_Char_540x540.webp;/library/2026/games/Q1/CleosCoins_Char_540x540.webp;/library/2026/games/Q1/CleosCoins_540x540.webp;/library/2026/games/Q1/CleosCoins_540x540.webp;;;;;;;;;;;;;/library/2026/games/Q1/CleosCoins_Char_540x540.webp;/library/2026/games/Q1/CleosCoins_Char_540x540.webp;/library/2026/games/Q1/CleosCoins_540x540.webp;/library/2026/games/Q1/CleosCoins_540x540.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;true;false;false;false;;;false;;;true;;;;;;;;
pop_719df595_mcg;Rome Fight for Gold the Tiger's Rage™;true;pop_719df595_mcg;pop_719df595_mcg;MICROGAMING;MICROGAMING;;;;;unavailable;default;;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2026/games/Q1/RomeFightforGoldtheTigersRage_540x540.webp;/library/2026/games/Q1/RomeFightforGoldtheTigersRage_Char_540x540.webp;/library/2026/games/Q1/RomeFightforGoldtheTigersRage_Char_540x540.webp;/library/2026/games/Q1/RomeFightforGoldtheTigersRage_540x540.webp;/library/2026/games/Q1/RomeFightforGoldtheTigersRage_540x540.webp;;;;;;;;;;;;;/library/2026/games/Q1/RomeFightforGoldtheTigersRage_Char_540x540.webp;/library/2026/games/Q1/RomeFightforGoldtheTigersRage_Char_540x540.webp;/library/2026/games/Q1/RomeFightforGoldtheTigersRage_540x540.webp;/library/2026/games/Q1/RomeFightforGoldtheTigersRage_540x540.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;true;false;false;false;;;false;;;true;;;;;;;;
