gameCode;name;isActive;mobileGameCode;seoFriendlyGameName;desktopGameType;mobileGameType;liveLaunchAlias;bingoGameType;vfGameType;jackpotCode;demoModeSupport;gameMode;gameProvider;urlCustomParameters;isExcludedFromPGG;isExcludedFromSitemap;deviceAvailability_mobile;deviceAvailability_tablet;deviceAvailability_desktop;browserAvailability_edge;browserAvailability_safari;browserAvailability_chrome;browserAvailability_firefox;browserAvailability_other;osAvailability_ios;osAvailability_macintosh;osAvailability_android;osAvailability_windows;osAvailability_other;defaultGameImage;landscape_layout1x1_mainImage;landscape_layout1x1_mobileImage;landscape_layout1x1_guestMainImage;landscape_layout1x1_guestMobileImage;landscape_layout1x2_mainImage;landscape_layout1x2_mobileImage;landscape_layout1x2_guestMainImage;landscape_layout1x2_guestMobileImage;landscape_layout2x1_mainImage;landscape_layout2x1_mobileImage;landscape_layout2x1_guestMainImage;landscape_layout2x1_guestMobileImage;landscape_layout2x2_mainImage;landscape_layout2x2_mobileImage;landscape_layout2x2_guestMainImage;landscape_layout2x2_guestMobileImage;square_layout1x1_mainImage;square_layout1x1_mobileImage;square_layout1x1_guestMainImage;square_layout1x1_guestMobileImage;square_layout1x2_mainImage;square_layout1x2_mobileImage;square_layout1x2_guestMainImage;square_layout1x2_guestMobileImage;square_layout2x1_mainImage;square_layout2x1_mobileImage;square_layout2x1_guestMainImage;square_layout2x1_guestMobileImage;square_layout2x2_mainImage;square_layout2x2_mobileImage;square_layout2x2_guestMainImage;square_layout2x2_guestMobileImage;portrait_layout1x1_mainImage;portrait_layout1x1_mobileImage;portrait_layout1x1_guestMainImage;portrait_layout1x1_guestMobileImage;portrait_layout1x2_mainImage;portrait_layout1x2_mobileImage;portrait_layout1x2_guestMainImage;portrait_layout1x2_guestMobileImage;portrait_layout2x1_mainImage;portrait_layout2x1_mobileImage;portrait_layout2x1_guestMainImage;portrait_layout2x1_guestMobileImage;portrait_layout2x2_mainImage;portrait_layout2x2_mobileImage;portrait_layout2x2_guestMainImage;portrait_layout2x2_guestMobileImage;articleId;mobileArticleId;description;isGameNew;isGamePopular;isGameHot;isGameExclusive;additionalAssets_Bingo-Page;gameLabelsData_Trending;gameLabelsData_Exclusive;gameLabelsData_Popular;gameLabelsData_Hot;gameLabelsData_New;gamesCustomFields_hideGameBonusLabel;gamesCustomFields_Jackpot;gamesCustomFields_Volatility;gamesCustomFields_RTP;gamesCustomFields_bingoRoomImage;gamesCustomFields_bingoRoomTitle;gamesCustomFields_bingoRoomLabel;gamesCustomFields_gameInfoUrl
pop_89cad51b_blp;Kong Even Bigger Christmas;true;;pop_89cad51b_blp;BLUEPRINT;BLUEPRINT;;;;;unavailable;default;Blueprint;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2025/games/Q4/KongEvenBiggerChristmas_SUNFAB.webp;/library/2025/games/Q4/KongEvenBiggerChristmas_Char_SUNFAB.webp;/library/2025/games/Q4/KongEvenBiggerChristmas_Char_SUNFAB.webp;/library/2025/games/Q4/KongEvenBiggerChristmas_SUNFAB.webp;/library/2025/games/Q4/KongEvenBiggerChristmas_SUNFAB.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;true;;;;;;;;
pop_4dc19b26_mcg;Christmas Riches Power Combo;true;pop_4dc19b26_mcg;pop_4dc19b26_mcg;MICROGAMING;MICROGAMING;;;;;unavailable;default;Games Global;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2025/games/Q4/ChristmasRichesPowerCombo_500x500.webp;/library/2025/games/Q4/ChristmasRichesPowerCombo_Char_500x500.webp;/library/2025/games/Q4/ChristmasRichesPowerCombo_Char_500x500.webp;/library/2025/games/Q4/ChristmasRichesPowerCombo_500x500.webp;/library/2025/games/Q4/ChristmasRichesPowerCombo_500x500.webp;;;;;;;;;;;;;/library/2025/games/Q4/ChristmasRichesPowerCombo_Char_500x500.webp;/library/2025/games/Q4/ChristmasRichesPowerCombo_Char_500x500.webp;/library/2025/games/Q4/ChristmasRichesPowerCombo_500x500.webp;/library/2025/games/Q4/ChristmasRichesPowerCombo_500x500.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;true;;;;;;;;
gpas_eigoldcda1_pop;81 Gold Cascade™;true;gpas_eigoldcda1_pop;gpas_eigoldcda1_pop;GPAS;GPASMOBILE;;;;grbjpj;unavailable;default;Playtech;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2025/games/Q4/81GoldCascade_SUNFAB.webp;/library/2025/games/Q4/81GoldCascade_Char_SUNFAB.webp;/library/2025/games/Q4/81GoldCascade_Char_SUNFAB.webp;/library/2025/games/Q4/81GoldCascade_SUNFAB.webp;/library/2025/games/Q4/81GoldCascade_SUNFAB.webp;;;;;;;;;;;;;/library/2025/games/Q4/81GoldCascade_Char_SUNFAB.webp;/library/2025/games/Q4/81GoldCascade_Char_SUNFAB.webp;/library/2025/games/Q4/81GoldCascade_SUNFAB.webp;/library/2025/games/Q4/81GoldCascade_SUNFAB.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;;;;;;;;;
pop_7812e3a7_rlt;Mystic Lanterns;true;;pop_7812e3a7_rlt;REALISTIC;REALISTIC;;;;;unavailable;default;Realistic;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2025/games/Q3/MysticLanterns_SUNFAB.webp;/library/2025/games/Q3/MysticLanterns_Char_SUNFAB.webp;/library/2025/games/Q3/MysticLanterns_Char_SUNFAB.webp;/library/2025/games/Q3/MysticLanterns_SUNFAB.webp;/library/2025/games/Q3/MysticLanterns_SUNFAB.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;;;;;;;;;
pop_23a9a5ae_arvmcg;Area Link™ Phoenix Firestorm;true;pop_23a9a5ae_arvmcg;pop_23a9a5ae_arvmcg;MICROGAMING;MICROGAMING;;;;;unavailable;default;Games Global;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2025/games/Q4/AreaLinkPhoenixFirestorm_540x540.webp;/library/2025/games/Q4/AreaLinkPhoenixFirestorm_540x540_Char.webp;/library/2025/games/Q4/AreaLinkPhoenixFirestorm_540x540_Char.webp;/library/2025/games/Q4/AreaLinkPhoenixFirestorm_540x540.webp;/library/2025/games/Q4/AreaLinkPhoenixFirestorm_540x540.webp;;;;;;;;;;;;;/library/2025/games/Q4/AreaLinkPhoenixFirestorm_540x540_Char.webp;/library/2025/games/Q4/AreaLinkPhoenixFirestorm_540x540_Char.webp;/library/2025/games/Q4/AreaLinkPhoenixFirestorm_540x540.webp;/library/2025/games/Q4/AreaLinkPhoenixFirestorm_540x540.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;;;;;;;;;
pop_a1b3c686_gmrgmm;Slingo Christmas Re3ls;true;pop_a1b3c686_gmrgmm;pop_a1b3c686_gmrgmm;SLINGO;SLINGO;;;;;unavailable;default;Slingo;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2025/games/Q4/SlingoChristmasRe3ls_540x540.webp;/library/2025/games/Q4/SlingoChristmasRe3ls_540x540_Char.webp;/library/2025/games/Q4/SlingoChristmasRe3ls_540x540_Char.webp;/library/2025/games/Q4/SlingoChristmasRe3ls_540x540.webp;/library/2025/games/Q4/SlingoChristmasRe3ls_540x540.webp;;;;;;;;;;;;;/library/2025/games/Q4/SlingoChristmasRe3ls_540x540_Char.webp;/library/2025/games/Q4/SlingoChristmasRe3ls_540x540_Char.webp;/library/2025/games/Q4/SlingoChristmasRe3ls_540x540.webp;/library/2025/games/Q4/SlingoChristmasRe3ls_540x540.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;;;;;;;;;
pop_ceb89067_prg;Big Bass Floats My Boat - Big Bass Jackpot Bonanza;false;pop_ceb89067_prg;pop_ceb89067_prg;PRAGMATIC;PRAGMATIC;;;;;unavailable;default;Pragmatic;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2025/games/Q4/BigBassFloatsMyBoat_SUNFAB.svg;/library/2025/games/Q4/BigBassFloatsMyBoat_Char_SUNFAB.svg;/library/2025/games/Q4/BigBassFloatsMyBoat_Char_SUNFAB.svg;/library/2025/games/Q4/BigBassFloatsMyBoat_SUNFAB.svg;/library/2025/games/Q4/BigBassFloatsMyBoat_SUNFAB.svg;;;;;;;;;;;;;/library/2025/games/Q4/BigBassFloatsMyBoat_Char_SUNFAB.svg;/library/2025/games/Q4/BigBassFloatsMyBoat_Char_SUNFAB.svg;/library/2025/games/Q4/BigBassFloatsMyBoat_SUNFAB.svg;/library/2025/games/Q4/BigBassFloatsMyBoat_SUNFAB.svg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;true;;;;;;;;
pop_994edb04_prg;Big Bass Hold & Spinner - Big Bass Jackpot Bonanza;false;pop_994edb04_prg;pop_994edb04_prg;PRAGMATIC;PRAGMATIC;;;;;unavailable;default;Pragmatic;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2025/games/Q4/BigBassHoldSpinner_SUNFAB.svg;/library/2025/games/Q4/BigBassHoldSpinner_Char_SUNFAB.svg;/library/2025/games/Q4/BigBassHoldSpinner_Char_SUNFAB.svg;/library/2025/games/Q4/BigBassHoldSpinner_SUNFAB.svg;/library/2025/games/Q4/BigBassHoldSpinner_SUNFAB.svg;;;;;;;;;;;;;/library/2025/games/Q4/BigBassHoldSpinner_Char_SUNFAB.svg;/library/2025/games/Q4/BigBassHoldSpinner_Char_SUNFAB.svg;/library/2025/games/Q4/BigBassHoldSpinner_SUNFAB.svg;/library/2025/games/Q4/BigBassHoldSpinner_SUNFAB.svg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;true;;;;;;;;
pop_762ba600_prg;Big Bass Master Classic - Big Bass Jackpot Bonanza;false;pop_762ba600_prg;pop_762ba600_prg;PRAGMATIC;PRAGMATIC;;;;;unavailable;default;Pragmatic;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2025/games/Q4/BigBassMasterClassic_SUNFAB.svg;/library/2025/games/Q4/BigBassMasterClassic_Char_SUNFAB.svg;/library/2025/games/Q4/BigBassMasterClassic_Char_SUNFAB.svg;/library/2025/games/Q4/BigBassMasterClassic_SUNFAB.svg;/library/2025/games/Q4/BigBassMasterClassic_SUNFAB.svg;;;;;;;;;;;;;/library/2025/games/Q4/BigBassMasterClassic_Char_SUNFAB.svg;/library/2025/games/Q4/BigBassMasterClassic_Char_SUNFAB.svg;/library/2025/games/Q4/BigBassMasterClassic_SUNFAB.svg;/library/2025/games/Q4/BigBassMasterClassic_SUNFAB.svg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;true;;;;;;;;
pop_1afd2322_prg;Big Bass It's a Whopper - Big Bass Jackpot Bonanza;false;pop_1afd2322_prg;pop_1afd2322_prg;PRAGMATIC;PRAGMATIC;;;;;unavailable;default;Pragmatic;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2025/games/Q4/BigBassItsaWhopper_SUNFAB.svg;/library/2025/games/Q4/BigBassItsaWhopper_Char_SUNFAB.svg;/library/2025/games/Q4/BigBassItsaWhopper_Char_SUNFAB.svg;/library/2025/games/Q4/BigBassItsaWhopper_SUNFAB.svg;/library/2025/games/Q4/BigBassItsaWhopper_SUNFAB.svg;;;;;;;;;;;;;/library/2025/games/Q4/BigBassItsaWhopper_Char_SUNFAB.svg;/library/2025/games/Q4/BigBassItsaWhopper_Char_SUNFAB.svg;/library/2025/games/Q4/BigBassItsaWhopper_SUNFAB.svg;/library/2025/games/Q4/BigBassItsaWhopper_SUNFAB.svg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;true;;;;;;;;
pop_3e96e7e5_prg;Big Bass Surf's Up - Big Bass Jackpot Bonanza;false;pop_3e96e7e5_prg;pop_3e96e7e5_prg;PRAGMATIC;PRAGMATIC;;;;;unavailable;default;Pragmatic;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2025/games/Q4/BigBassSurfsUp_SUNFAB.svg;/library/2025/games/Q4/BigBassSurfsUp_Char_SUNFAB.svg;/library/2025/games/Q4/BigBassSurfsUp_Char_SUNFAB.svg;/library/2025/games/Q4/BigBassSurfsUp_SUNFAB.svg;/library/2025/games/Q4/BigBassSurfsUp_SUNFAB.svg;;;;;;;;;;;;;/library/2025/games/Q4/BigBassSurfsUp_Char_SUNFAB.svg;/library/2025/games/Q4/BigBassSurfsUp_Char_SUNFAB.svg;/library/2025/games/Q4/BigBassSurfsUp_SUNFAB.svg;/library/2025/games/Q4/BigBassSurfsUp_SUNFAB.svg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;true;;;;;;;;
pop_844de9a7_ing;Cops n Robbers Bigger Big Money Christmas;true;pop_844de9a7_ing;pop_844de9a7_ing;INSPIRED;INSPIRED;;;;;unavailable;default;Inspired;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2025/games/Q4/CopsnRobbersBiggerBigMoneyChristmas_540x540.webp;/library/2025/games/Q4/CopsnRobbersBiggerBigMoneyChristmas_Char_540x540.webp;/library/2025/games/Q4/CopsnRobbersBiggerBigMoneyChristmas_Char_540x540.webp;/library/2025/games/Q4/CopsnRobbersBiggerBigMoneyChristmas_540x540.webp;/library/2025/games/Q4/CopsnRobbersBiggerBigMoneyChristmas_540x540.webp;;;;;;;;;;;;;/library/2025/games/Q4/CopsnRobbersBiggerBigMoneyChristmas_Char_540x540.webp;/library/2025/games/Q4/CopsnRobbersBiggerBigMoneyChristmas_Char_540x540.webp;/library/2025/games/Q4/CopsnRobbersBiggerBigMoneyChristmas_540x540.webp;/library/2025/games/Q4/CopsnRobbersBiggerBigMoneyChristmas_540x540.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;true;;;;;;;;
pop_9cbe1a4a_rdr;Million Christmas 3;true;pop_9cbe1a4a_rdr;pop_9cbe1a4a_rdr;REDRAKE;REDRAKE;;;;;unavailable;default;RedRake;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2025/games/Q4/MillionChristmas3_SUNFAB.webp;/library/2025/games/Q4/MillionChristmas3_Char_SUNFAB.webp;/library/2025/games/Q4/MillionChristmas3_Char_SUNFAB.webp;/library/2025/games/Q4/MillionChristmas3_SUNFAB.webp;/library/2025/games/Q4/MillionChristmas3_SUNFAB.webp;;;;;;;;;;;;;/library/2025/games/Q4/MillionChristmas3_Char_SUNFAB.webp;/library/2025/games/Q4/MillionChristmas3_Char_SUNFAB.webp;/library/2025/games/Q4/MillionChristmas3_SUNFAB.webp;/library/2025/games/Q4/MillionChristmas3_SUNFAB.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;true;;;;;;;;
gpas_olwildsb1_pop;Age Of The Gods: Amazon Wild™;true;gpas_olwildsb1_pop;gpas_olwildsb1_pop;GPAS;GPASMOBILE;;;;mrj;unavailable;default;Playtech;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2025/games/Q4/AgeOfTheGodsAmazonWild_SUNFAB.webp;/library/2025/games/Q4/AgeOfTheGodsAmazonWild_Char_SUNFAB.webp;/library/2025/games/Q4/AgeOfTheGodsAmazonWild_Char_SUNFAB.webp;/library/2025/games/Q4/AgeOfTheGodsAmazonWild_SUNFAB.webp;/library/2025/games/Q4/AgeOfTheGodsAmazonWild_SUNFAB.webp;;;;;;;;;;;;;/library/2025/games/Q4/AgeOfTheGodsAmazonWild_Char_SUNFAB.webp;/library/2025/games/Q4/AgeOfTheGodsAmazonWild_Char_SUNFAB.webp;/library/2025/games/Q4/AgeOfTheGodsAmazonWild_SUNFAB.webp;/library/2025/games/Q4/AgeOfTheGodsAmazonWild_SUNFAB.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;;;;;;;;;
pop_20bc2a7e_ing;Kong it Up Large Cash Bank;true;pop_20bc2a7e_ing;pop_20bc2a7e_ing;INSPIRED;INSPIRED;;;;;unavailable;default;Inspired;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2025/games/Q4/KongitUpLargeCashBank_SUNFAB.webp;/library/2025/games/Q4/KongitUpLargeCashBank_Char_SUNFAB.webp;/library/2025/games/Q4/KongitUpLargeCashBank_Char_SUNFAB.webp;/library/2025/games/Q4/KongitUpLargeCashBank_SUNFAB.webp;/library/2025/games/Q4/KongitUpLargeCashBank_SUNFAB.webp;;;;;;;;;;;;;/library/2025/games/Q4/KongitUpLargeCashBank_Char_SUNFAB.webp;/library/2025/games/Q4/KongitUpLargeCashBank_Char_SUNFAB.webp;/library/2025/games/Q4/KongitUpLargeCashBank_SUNFAB.webp;/library/2025/games/Q4/KongitUpLargeCashBank_SUNFAB.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;;;;;;;;;
pop_ff0c925f_mcg;Fishin' Triple Christmas Pots of Gold POWER COMBO™;true;pop_ff0c925f_mcg;pop_ff0c925f_mcg;MICROGAMING;MICROGAMING;;;;;unavailable;default;Games Global;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2025/games/Q4/FishinTripleChristmasPotsofGoldPOWERCOMBO_SUNFAB.webp;/library/2025/games/Q4/FishinTripleChristmasPotsofGoldPOWERCOMBO_Char_SUNFAB.webp;/library/2025/games/Q4/FishinTripleChristmasPotsofGoldPOWERCOMBO_Char_SUNFAB.webp;/library/2025/games/Q4/FishinTripleChristmasPotsofGoldPOWERCOMBO_SUNFAB.webp;/library/2025/games/Q4/FishinTripleChristmasPotsofGoldPOWERCOMBO_SUNFAB.webp;;;;;;;;;;;;;/library/2025/games/Q4/FishinTripleChristmasPotsofGoldPOWERCOMBO_Char_SUNFAB.webp;/library/2025/games/Q4/FishinTripleChristmasPotsofGoldPOWERCOMBO_Char_SUNFAB.webp;/library/2025/games/Q4/FishinTripleChristmasPotsofGoldPOWERCOMBO_SUNFAB.webp;/library/2025/games/Q4/FishinTripleChristmasPotsofGoldPOWERCOMBO_SUNFAB.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;;;;;;;;;
gpas_mfbro_pop;Mega Fire Blaze™ Roulette;true;gpas_mfbro_pop;gpas_mfbro_pop;GPAS;GPASMOBILE;;;;;unavailable;default;Playtech;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2020/games/November/12/MFBRoulette_SUN.jpg;/library/2020/games/November/12/MFBRoulette_SUN.jpg;/library/2020/games/November/12/MFBRoulette_SUN.jpg;/library/2020/games/November/12/MFBRoulette_SUN.jpg;/library/2020/games/November/12/MFBRoulette_SUN.jpg;;;;;;;;;;;;;/library/2020/games/November/12/MFBRoulette_SUN.jpg;/library/2020/games/November/12/MFBRoulette_SUN.jpg;/library/2020/games/November/12/MFBRoulette_SUN.jpg;/library/2020/games/November/12/MFBRoulette_SUN.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;;;;;;;;;
pop_8ca39649_btx;Dionysus Party;true;pop_8ca39649_btx;pop_8ca39649_btx;BETIXON;BETIXON;;;;;unavailable;default;Betixon;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2025/games/Q4/DionysusParty_SUNFAB.webp;/library/2025/games/Q4/DionysusParty_Char_SUNFAB.webp;/library/2025/games/Q4/DionysusParty_Char_SUNFAB.webp;/library/2025/games/Q4/DionysusParty_SUNFAB.webp;/library/2025/games/Q4/DionysusParty_SUNFAB.webp;;;;;;;;;;;;;/library/2025/games/Q4/DionysusParty_Char_SUNFAB.webp;/library/2025/games/Q4/DionysusParty_Char_SUNFAB.webp;/library/2025/games/Q4/DionysusParty_SUNFAB.webp;/library/2025/games/Q4/DionysusParty_SUNFAB.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;true;;;true;;;;;;;;
pop_a83516a8_1x2;Stickman Cash;false;pop_a83516a8_1x2;pop_a83516a8_1x2;1X2;1X2;;;;;unavailable;default;1x2;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2025/games/Q4/StickManCash_SUNFAB.webp;/library/2025/games/Q4/StickManCash_Char_SUNFAB.webp;/library/2025/games/Q4/StickManCash_Char_SUNFAB.webp;/library/2025/games/Q4/StickManCash_SUNFAB.webp;/library/2025/games/Q4/StickManCash_SUNFAB.webp;;;;;;;;;;;;;/library/2025/games/Q4/StickManCash_Char_SUNFAB.webp;/library/2025/games/Q4/StickManCash_Char_SUNFAB.webp;/library/2025/games/Q4/StickManCash_SUNFAB.webp;/library/2025/games/Q4/StickManCash_SUNFAB.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;;;;;;;;;
gpas_frr_g_pop;Premium French Roulette;true;gpas_frr_g_pop;gpas_frr_g_pop;GPAS;GPASMOBILE;;;;;unavailable;default;Playtech;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2019-games/live/premium-roulette-french.jpg;/library/2019-games/live/premium-roulette-french.jpg;/library/2019-games/live/premium-roulette-french.jpg;/library/2019-games/live/premium-roulette-french.jpg;/library/2019-games/live/premium-roulette-french.jpg;;;;;;;;;;;;;/library/2019-games/live/premium-roulette-french.jpg;/library/2019-games/live/premium-roulette-french.jpg;/library/2019-games/live/premium-roulette-french.jpg;/library/2019-games/live/premium-roulette-french.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;;;;;;;;;
pop_49b26aee_blp;Fishin’ Frenzy Christmas;true;pop_49b26aee_blp;pop_49b26aee_blp;BLUEPRINT;BLUEPRINT;;;;;unavailable;default;Blueprint;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2025/games/Q4/FishinFrenzyChristmas_SUNFAB.webp;/library/2025/games/Q4/FishinFrenzyChristmas_Char_SUNFAB.webp;/library/2025/games/Q4/FishinFrenzyChristmas_Char_SUNFAB.webp;/library/2025/games/Q4/FishinFrenzyChristmas_SUNFAB.webp;/library/2025/games/Q4/FishinFrenzyChristmas_SUNFAB.webp;;;;;;;;;;;;;/library/2025/games/Q4/FishinFrenzyChristmas_Char_SUNFAB.webp;/library/2025/games/Q4/FishinFrenzyChristmas_Char_SUNFAB.webp;/library/2025/games/Q4/FishinFrenzyChristmas_SUNFAB.webp;/library/2025/games/Q4/FishinFrenzyChristmas_SUNFAB.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;;;;;;;;;
gpas_mfbkhanb1_pop;Mega Fire Blaze: The Khan™;true;gpas_mfbkhanb1_pop;gpas_mfbkhanb1_pop;GPAS;GPASMOBILE;;;;;unavailable;default;Playtech;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2025/games/Q4/MegaFireBlazeTheKhan_SUNFAB.webp;/library/2025/games/Q4/MegaFireBlazeTheKhan_Char_SUNFAB.webp;/library/2025/games/Q4/MegaFireBlazeTheKhan_Char_SUNFAB.webp;/library/2025/games/Q4/MegaFireBlazeTheKhan_SUNFAB.webp;/library/2025/games/Q4/MegaFireBlazeTheKhan_SUNFAB.webp;;;;;;;;;;;;;/library/2025/games/Q4/MegaFireBlazeTheKhan_Char_SUNFAB.webp;/library/2025/games/Q4/MegaFireBlazeTheKhan_Char_SUNFAB.webp;/library/2025/games/Q4/MegaFireBlazeTheKhan_SUNFAB.webp;/library/2025/games/Q4/MegaFireBlazeTheKhan_SUNFAB.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;;;;;;;;;
pop_aa0c95cf_ing;Bigger Piggy Christmas Bank;true;pop_aa0c95cf_ing;pop_aa0c95cf_ing;INSPIRED;INSPIRED;;;;;unavailable;default;Inspired;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2025/games/Q4/BiggerPiggyChristmasBank_SUNFAB.webp;/library/2025/games/Q4/BiggerPiggyChristmasBank_Char_SUNFAB.webp;/library/2025/games/Q4/BiggerPiggyChristmasBank_Char_SUNFAB.webp;/library/2025/games/Q4/BiggerPiggyChristmasBank_SUNFAB.webp;/library/2025/games/Q4/BiggerPiggyChristmasBank_SUNFAB.webp;;;;;;;;;;;;;/library/2025/games/Q4/BiggerPiggyChristmasBank_Char_SUNFAB.webp;/library/2025/games/Q4/BiggerPiggyChristmasBank_Char_SUNFAB.webp;/library/2025/games/Q4/BiggerPiggyChristmasBank_SUNFAB.webp;/library/2025/games/Q4/BiggerPiggyChristmasBank_SUNFAB.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;;;;;;;;;
pop_e981b0a9_qsp;Cash Truck Xmas Delivery;true;;pop_e981b0a9_qsp;QUICKSPIN;QUICKSPIN;;;;;unavailable;default;Quickspin;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2025/games/Q4/CashTruckXmasDelivery_540x540.png;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;true;;;;;;;;
pop_dc7fb805_rlt;WreckMas;true;pop_dc7fb805_rlt;pop_dc7fb805_rlt;REALISTIC;REALISTIC;;;;;unavailable;default;Realistic;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2025/games/Q4/Wreckmas_500x500.webp;/library/2025/games/Q4/Wreckmas_Char_500x500.webp;/library/2025/games/Q4/Wreckmas_Char_500x500.webp;/library/2025/games/Q4/Wreckmas_500x500.webp;/library/2025/games/Q4/Wreckmas_500x500.webp;;;;;;;;;;;;;/library/2025/games/Q4/Wreckmas_Char_500x500.webp;/library/2025/games/Q4/Wreckmas_Char_500x500.webp;/library/2025/games/Q4/Wreckmas_500x500.webp;/library/2025/games/Q4/Wreckmas_500x500.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;true;;;;;;;;
pop_3b1fa586_rdr;Million Christmas;true;pop_3b1fa586_rdr;pop_3b1fa586_rdr;REDRAKE;REDRAKE;;;;;unavailable;default;RedRake;;false;false;true;true;true;true;true;true;true;true;true;true;true;true;true;/library/2025/games/Q4/MillionChristmas_500x500.webp;/library/2025/games/Q4/MillionChristmas_Char_500x500.webp;/library/2025/games/Q4/MillionChristmas_Char_500x500.webp;/library/2025/games/Q4/MillionChristmas_500x500.webp;/library/2025/games/Q4/MillionChristmas_500x500.webp;;;;;;;;;;;;;/library/2025/games/Q4/MillionChristmas_Char_500x500.webp;/library/2025/games/Q4/MillionChristmas_Char_500x500.webp;/library/2025/games/Q4/MillionChristmas_500x500.webp;/library/2025/games/Q4/MillionChristmas_500x500.webp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;false;false;false;false;;;;;;true;;;;;;;;
